title,text,source,source_type,url,published,collected_at,full_text,auto_sentiment,manual_sentiment
"September 30, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 30, 2008, Tuesday. ",Neutral,
"September 29, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 29, 2008, Monday. ",Neutral,
"September 27, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 27, 2008, Saturday. ",Neutral,
"September 26, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 26, 2008, Friday. ",Neutral,
"September 25, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 25, 2008, Thursday. ",Neutral,
"September 24, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 24, 2008, Wednesday. ",Neutral,
"September 23, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 23, 2008, Tuesday. ",Neutral,
"September 22, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 22, 2008, Monday. ",Neutral,
"September 21, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 21, 2008, Sunday. ",Neutral,
"September 20, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 20, 2008, Saturday. ",Neutral,
"September 19, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 19, 2008, Friday. ",Neutral,
"September 18, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 18, 2008, Thursday. ",Neutral,
"September 17, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 17, 2008, Wednesday. ",Neutral,
"September 16, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 16, 2008, Tuesday. ",Neutral,
"September 15, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 15, 2008, Monday. ",Neutral,
"September 14, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 14, 2008, Sunday. ",Neutral,
"September 12, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 12, 2008, Friday. ",Neutral,
"September 11, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 11, 2008, Thursday. ",Neutral,
"September 10, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 10, 2008, Wednesday. ",Neutral,
"September 09, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 09, 2008, Tuesday. ",Neutral,
"September 08, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 08, 2008, Monday. ",Neutral,
"September 07, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 07, 2008, Sunday. ",Neutral,
"September 06, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 06, 2008, Saturday. ",Neutral,
"September 05, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 05, 2008, Friday. ",Neutral,
"September 04, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 04, 2008, Thursday. ",Neutral,
"September 03, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 03, 2008, Wednesday. ",Neutral,
"September 02, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 02, 2008, Tuesday. ",Neutral,
"September 01, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 01, 2008, Monday. ",Neutral,
"August 31, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 31, 2008, Sunday. ",Neutral,
"August 30, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 30, 2008, Saturday. ",Neutral,
"August 29, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 29, 2008, Friday. ",Neutral,
"August 28, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 28, 2008, Thursday. ",Neutral,
"August 27, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 27, 2008, Wednesday. ",Neutral,
"August 26, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 26, 2008, Tuesday. ",Neutral,
"August 25, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 25, 2008, Monday. ",Neutral,
"August 24, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 24, 2008, Sunday. ",Neutral,
"August 23, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 23, 2008, Saturday. ",Neutral,
"August 22, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 22, 2008, Friday. ",Neutral,
"August 21, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 21, 2008, Thursday. ",Neutral,
"August 20, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 20, 2008, Wednesday. ",Neutral,
"August 19, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 19, 2008, Tuesday. ",Neutral,
"August 18, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 18, 2008, Monday. ",Neutral,
"August 17, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 17, 2008, Sunday. ",Neutral,
"August 16, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 16, 2008, Saturday. ",Neutral,
"August 15, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 15, 2008, Friday. ",Neutral,
"August 14, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 14, 2008, Thursday. ",Neutral,
"August 13, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 13, 2008, Wednesday. ",Neutral,
"August 12, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 12, 2008, Tuesday. ",Neutral,
"August 11, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 11, 2008, Monday. ",Neutral,
"August 10, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 10, 2008, Sunday. ",Neutral,
"August 09, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 09, 2008, Saturday. ",Neutral,
"August 08, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 08, 2008, Friday. ",Neutral,
"August 07, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 07, 2008, Thursday. ",Neutral,
"August 06, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 06, 2008, Wednesday. ",Neutral,
"August 05, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 05, 2008, Tuesday. ",Neutral,
"August 04, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 04, 2008, Monday. ",Neutral,
"August 03, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 03, 2008, Sunday. ",Neutral,
"August 02, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 02, 2008, Saturday. ",Neutral,
"August 01, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 01, 2008, Friday. ",Neutral,
"July 31, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 31, 2008, Thursday. ",Neutral,
"July 30, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 30, 2008, Wednesday. ",Neutral,
"July 29, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 29, 2008, Tuesday. ",Neutral,
"July 28, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 28, 2008, Monday. ",Neutral,
"July 27, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 27, 2008, Sunday. ",Neutral,
"July 26, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 26, 2008, Saturday. ",Neutral,
"July 25, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 25, 2008, Friday. ",Neutral,
"July 24, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 24, 2008, Thursday. ",Neutral,
"July 23, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 23, 2008, Wednesday. ",Neutral,
"July 22, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 22, 2008, Tuesday. ",Neutral,
"July 21, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 21, 2008, Monday. ",Neutral,
"July 20, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 20, 2008, Sunday. ",Neutral,
"July 19, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 19, 2008, Saturday. ",Neutral,
"July 18, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 18, 2008, Friday. ",Neutral,
"July 17, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 17, 2008, Thursday. ",Neutral,
"July 16, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 16, 2008, Wednesday. ",Neutral,
"July 15, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 15, 2008, Tuesday. ",Neutral,
"July 14, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 14, 2008, Monday. ",Neutral,
"July 13, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 13, 2008, Sunday. ",Neutral,
"July 12, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 12, 2008, Saturday. ",Neutral,
"July 11, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 11, 2008, Friday. ",Neutral,
"July 10, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 10, 2008, Thursday. ",Neutral,
"July 09, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 09, 2008, Wednesday. ",Neutral,
"July 08, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 08, 2008, Tuesday. ",Neutral,
"July 07, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 07, 2008, Monday. ",Neutral,
"July 06, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 06, 2008, Sunday. ",Neutral,
"July 05, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 05, 2008, Saturday. ",Neutral,
"July 04, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 04, 2008, Friday. ",Neutral,
"July 03, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 03, 2008, Thursday. ",Neutral,
"July 02, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 02, 2008, Wednesday. ",Neutral,
"July 01, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 01, 2008, Tuesday. ",Neutral,
"June 30, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 30, 2008, Monday. ",Neutral,
"June 28, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 28, 2008, Saturday. ",Neutral,
"June 27, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 27, 2008, Friday. ",Neutral,
"June 26, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 26, 2008, Thursday. ",Neutral,
"June 25, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 25, 2008, Wednesday. ",Neutral,
"June 24, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 24, 2008, Tuesday. ",Neutral,
"June 23, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 23, 2008, Monday. ",Neutral,
"June 22, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 22, 2008, Sunday. ",Neutral,
"June 21, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 21, 2008, Saturday. ",Neutral,
"June 20, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 20, 2008, Friday. ",Neutral,
"June 19, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 19, 2008, Thursday. ",Neutral,
"June 18, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 18, 2008, Wednesday. ",Neutral,
"June 17, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 17, 2008, Tuesday. ",Neutral,
"June 16, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 16, 2008, Monday. ",Neutral,
"June 15, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 15, 2008, Sunday. ",Neutral,
"June 14, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 14, 2008, Saturday. ",Neutral,
"June 13, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 13, 2008, Friday. ",Neutral,
"June 12, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 12, 2008, Thursday. ",Neutral,
"June 11, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 11, 2008, Wednesday. ",Neutral,
"June 10, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 10, 2008, Tuesday. ",Neutral,
"June 09, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 09, 2008, Monday. ",Neutral,
"June 08, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 08, 2008, Sunday. ",Neutral,
"June 07, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 07, 2008, Saturday. ",Neutral,
"June 06, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 06, 2008, Friday. ",Neutral,
"June 05, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 05, 2008, Thursday. ",Neutral,
"June 04, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 04, 2008, Wednesday. ",Neutral,
"June 03, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 03, 2008, Tuesday. ",Neutral,
"June 02, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 02, 2008, Monday. ",Neutral,
"June 01, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 01, 2008, Sunday. ",Neutral,
"May 31, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 31, 2008, Saturday. ",Neutral,
"May 30, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 30, 2008, Friday. ",Neutral,
"May 29, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 29, 2008, Thursday. ",Neutral,
"May 28, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 28, 2008, Wednesday. ",Neutral,
"May 27, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 27, 2008, Tuesday. ",Neutral,
"May 26, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 26, 2008, Monday. ",Neutral,
"May 25, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 25, 2008, Sunday. ",Neutral,
"May 24, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 24, 2008, Saturday. ",Neutral,
"May 23, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 23, 2008, Friday. ",Neutral,
"May 22, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 22, 2008, Thursday. ",Neutral,
"May 21, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 21, 2008, Wednesday. ",Neutral,
"May 20, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 20, 2008, Tuesday. ",Neutral,
"May 19, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 19, 2008, Monday. ",Neutral,
"May 18, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 18, 2008, Sunday. ",Neutral,
"May 17, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 17, 2008, Saturday. ",Neutral,
"May 16, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 16, 2008, Friday. ",Neutral,
"May 15, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 15, 2008, Thursday. ",Neutral,
"May 14, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 14, 2008, Wednesday. ",Neutral,
"May 13, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 13, 2008, Tuesday. ",Neutral,
"May 12, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 12, 2008, Monday. ",Neutral,
"May 11, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 11, 2008, Sunday. ",Neutral,
"May 10, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 10, 2008, Saturday. ",Neutral,
"May 09, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 09, 2008, Friday. ",Neutral,
"May 08, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 08, 2008, Thursday. ",Neutral,
"May 07, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 07, 2008, Wednesday. ",Neutral,
"May 06, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 06, 2008, Tuesday. ",Neutral,
"May 05, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 05, 2008, Monday. ",Neutral,
"May 04, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 04, 2008, Sunday. ",Neutral,
"May 03, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 03, 2008, Saturday. ",Neutral,
"May 02, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 02, 2008, Friday. ",Neutral,
"May 01, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 01, 2008, Thursday. ",Neutral,
"April 30, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 30, 2008, Wednesday. ",Neutral,
"April 29, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 29, 2008, Tuesday. ",Neutral,
"April 28, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 28, 2008, Monday. ",Neutral,
"April 27, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 27, 2008, Sunday. ",Neutral,
"April 26, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 26, 2008, Saturday. ",Neutral,
"April 25, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 25, 2008, Friday. ",Neutral,
"April 24, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 24, 2008, Thursday. ",Neutral,
"April 23, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 23, 2008, Wednesday. ",Neutral,
"April 22, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 22, 2008, Tuesday. ",Neutral,
"April 21, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 21, 2008, Monday. ",Neutral,
"April 19, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 19, 2008, Saturday. ",Neutral,
"April 18, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 18, 2008, Friday. ",Neutral,
"April 17, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 17, 2008, Thursday. ",Neutral,
"April 16, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 16, 2008, Wednesday. ",Neutral,
"April 15, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 15, 2008, Tuesday. ",Neutral,
"April 14, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 14, 2008, Monday. ",Neutral,
"April 13, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 13, 2008, Sunday. ",Neutral,
"April 12, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 12, 2008, Saturday. ",Neutral,
"April 11, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 11, 2008, Friday. ",Neutral,
"April 10, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 10, 2008, Thursday. ",Neutral,
"April 09, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 09, 2008, Wednesday. ",Neutral,
"April 08, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 08, 2008, Tuesday. ",Neutral,
"April 07, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 07, 2008, Monday. ",Neutral,
"April 06, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 06, 2008, Sunday. ",Neutral,
"April 05, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 05, 2008, Saturday. ",Neutral,
"April 04, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 04, 2008, Friday. ",Neutral,
"April 03, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 03, 2008, Thursday. ",Neutral,
"April 02, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 02, 2008, Wednesday. ",Neutral,
"April 01, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 01, 2008, Tuesday. ",Neutral,
"March 31, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 31, 2008, Monday. ",Neutral,
"March 30, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 30, 2008, Sunday. ",Neutral,
"March 29, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 29, 2008, Saturday. ",Neutral,
"March 28, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 28, 2008, Friday. ",Neutral,
"March 27, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 27, 2008, Thursday. ",Neutral,
"March 26, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 26, 2008, Wednesday. ",Neutral,
"March 25, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 25, 2008, Tuesday. ",Neutral,
"March 24, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 24, 2008, Monday. ",Neutral,
"March 23, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 23, 2008, Sunday. ",Neutral,
"March 22, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 22, 2008, Saturday. ",Neutral,
"March 21, 2008, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 21, 2008, Friday. ",Neutral,
"March 20, 2008, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 20, 2008, Thursday. ",Neutral,
"March 19, 2008, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 19, 2008, Wednesday. ",Neutral,
"March 18, 2008, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 18, 2008, Tuesday. ",Neutral,
"March 17, 2008, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 17, 2008, Monday. ",Neutral,
"March 16, 2008, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 16, 2008, Sunday. ",Neutral,
"March 15, 2008, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 15, 2008, Saturday. ",Neutral,
